,Restro_name,Restro_link,Avg_rating,Location
46,Chikkanna Tiffin Room,https://www.zomato.com/bangalore/chikkanna-tiffin-room-city-market?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg3MzI2NjUiLCIxODUyNjI3OSIsIjE4MzIzMTI2IiwiMTgzNTMxMjciLDU1NDUzLCIxODMxMzUzMSIsIjE4NDIzNDQwIiwiNTIzNzQiLDE4NTQ4MjkzLCIxODI2MDA2MyIsIjE4MzY2NjY0IiwiMTgyNTQ1OTciLDU0Mzk3LCI1MDc0MiIsIjE4Mzk4Mzg3Il0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.5,"City Market, Bangalore"
47,Biergarten,https://www.zomato.com/bangalore/biergarten-whitefield?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg1MjYyNzkiLCIxODMyMzEyNiIsIjE4MzUzMTI3IiwiNTU0NTMiLDE4MzEzNTMxLCIxODQyMzQ0MCIsIjUyMzc0IiwxODU0ODI5MywiMTgyNjAwNjMiLCIxODM2NjY2NCIsIjE4MjU0NTk3Iiw1NDM5NywiNTA3NDIiLCIxODM5ODM4NyIsIjE4MzkxMDIwIl0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.8,"Whitefield, Bangalore"
48,Float,https://www.zomato.com/bangalore/float-marathahalli?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgzMjMxMjYiLCIxODM1MzEyNyIsIjU1NDUzIiwiMTgzMTM1MzEiLDE4NDIzNDQwLCI1MjM3NCIsMTg1NDgyOTMsIjE4MjYwMDYzIiwiMTgzNjY2NjQiLCIxODI1NDU5NyIsNTQzOTcsIjUwNzQyIiwiMTgzOTgzODciLCIxODM5MTAyMCIsIjUzMTc5Il0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.5,"D and N Enterprises, Marathahalli, Bangalore"
49,Shao - Radisson Blu,https://www.zomato.com/bangalore/shao-radisson-blu-marathahalli-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgzNTMxMjciLCI1NTQ1MyIsIjE4MzEzNTMxIiwiMTg0MjM0NDAiLDUyMzc0LDE4NTQ4MjkzLCIxODI2MDA2MyIsIjE4MzY2NjY0IiwiMTgyNTQ1OTciLDU0Mzk3LCI1MDc0MiIsIjE4Mzk4Mzg3IiwiMTgzOTEwMjAiLCI1MzE3OSIsIjUwNjYzIl0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.5,"Radisson Blu, Marathahalli, Bangalore"
50,eat.fit,https://www.zomato.com/bangalore/restaurants/eat-fit?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.5,3 Outlets ›
51,Toast & Tonic,https://www.zomato.com/bangalore/toast-tonic-richmond-road-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgzMTM1MzEiLCIxODQyMzQ0MCIsIjUyMzc0IiwxODU0ODI5MywxODI2MDA2MywiMTgzNjY2NjQiLCIxODI1NDU5NyIsNTQzOTcsIjUwNzQyIiwiMTgzOTgzODciLCIxODM5MTAyMCIsIjUzMTc5IiwiNTA2NjMiLCIxODUxNDUwOSIsNTAzMDZdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Richmond Road, Bangalore"
52,Cloud Cafe,https://www.zomato.com/bangalore/cloud-cafe-nagarbhavi?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg0MjM0NDAiLCI1MjM3NCIsMTg1NDgyOTMsIjE4MjYwMDYzIiwxODM2NjY2NCwiMTgyNTQ1OTciLDU0Mzk3LCI1MDc0MiIsIjE4Mzk4Mzg3IiwiMTgzOTEwMjAiLCI1MzE3OSIsIjUwNjYzIiwiMTg1MTQ1MDkiLDUwMzA2LCIxODE2MDA5MyJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Nagarbhavi, Bangalore"
53,Brew and Barbeque - A Microbrewery Pub,https://www.zomato.com/bangalore/brew-and-barbeque-a-microbrewery-pub-marathahalli-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTIzNzQiLDE4NTQ4MjkzLCIxODI2MDA2MyIsIjE4MzY2NjY0IiwxODI1NDU5Nyw1NDM5NywiNTA3NDIiLCIxODM5ODM4NyIsIjE4MzkxMDIwIiwiNTMxNzkiLCI1MDY2MyIsIjE4NTE0NTA5Iiw1MDMwNiwiMTgxNjAwOTMiLCIxODYwMjg4MCJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.8,"Soul Space Arena Mall, Marathahalli, Bangalore"
54,Smoke House Deli,https://www.zomato.com/bangalore/restaurants/smoke-house-deli?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.8,2 Outlets ›
55,Olive Bar And Kitchen,https://www.zomato.com/bangalore/olive-bar-and-kitchen-richmond-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgyNjAwNjMiLCIxODM2NjY2NCIsIjE4MjU0NTk3Iiw1NDM5Nyw1MDc0MiwiMTgzOTgzODciLCIxODM5MTAyMCIsIjUzMTc5IiwiNTA2NjMiLCIxODUxNDUwOSIsNTAzMDYsIjE4MTYwMDkzIiwiMTg2MDI4ODAiLDU3NzM2LCIxODYyMjI2OCJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Richmond Road, Bangalore"
56,PurpleBasil.in,https://www.zomato.com/bangalore/purplebasil-in-indiranagar-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgzNjY2NjQiLCIxODI1NDU5NyIsNTQzOTcsIjUwNzQyIiwxODM5ODM4NywiMTgzOTEwMjAiLCI1MzE3OSIsIjUwNjYzIiwiMTg1MTQ1MDkiLDUwMzA2LCIxODE2MDA5MyIsIjE4NjAyODgwIiw1NzczNiwiMTg2MjIyNjgiLDE4NDY4ODQzXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"Indiranagar, Bangalore"
57,Bloomsbury's Global Kitchen & Bakehouse,https://www.zomato.com/bangalore/bloomsburys-global-kitchen-bakehouse-whitefield-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgyNTQ1OTciLDU0Mzk3LCI1MDc0MiIsIjE4Mzk4Mzg3IiwxODM5MTAyMCwiNTMxNzkiLCI1MDY2MyIsIjE4NTE0NTA5Iiw1MDMwNiwiMTgxNjAwOTMiLCIxODYwMjg4MCIsNTc3MzYsIjE4NjIyMjY4IiwxODQ2ODg0MywiMTg3ODM1MjciXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.6,"Whitefield, Bangalore"
58,Mainland China,https://www.zomato.com/bangalore/mainland-china-malleshwaram?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1NDM5NywiNTA3NDIiLCIxODM5ODM4NyIsIjE4MzkxMDIwIiw1MzE3OSwiNTA2NjMiLCIxODUxNDUwOSIsNTAzMDYsIjE4MTYwMDkzIiwiMTg2MDI4ODAiLDU3NzM2LCIxODYyMjI2OCIsMTg0Njg4NDMsIjE4NzgzNTI3IiwiMTg0OTQwNjQiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"Orion Mall, Malleshwaram, Bangalore"
59,Mavalli Tiffin Room (MTR),https://www.zomato.com/bangalore/mavalli-tiffin-room-mtr-basavanagudi?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTA3NDIiLCIxODM5ODM4NyIsIjE4MzkxMDIwIiwiNTMxNzkiLDUwNjYzLCIxODUxNDUwOSIsNTAzMDYsIjE4MTYwMDkzIiwiMTg2MDI4ODAiLDU3NzM2LCIxODYyMjI2OCIsMTg0Njg4NDMsIjE4NzgzNTI3IiwiMTg0OTQwNjQiLCI2MDY3MyJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Basavanagudi, Bangalore"
60,Mooch Marod,https://www.zomato.com/bangalore/mooch-marod-whitefield?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgzOTgzODciLCIxODM5MTAyMCIsIjUzMTc5IiwiNTA2NjMiLDE4NTE0NTA5LDUwMzA2LCIxODE2MDA5MyIsIjE4NjAyODgwIiw1NzczNiwiMTg2MjIyNjgiLDE4NDY4ODQzLCIxODc4MzUyNyIsIjE4NDk0MDY0IiwiNjA2NzMiLCIxODUzNDM5NiJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Whitefield, Bangalore"
61,Corner House Ice Cream,https://www.zomato.com/bangalore/restaurants/corner-house-ice-cream?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.5,4 Outlets ›
62,Once Upon A Flame,https://www.zomato.com/bangalore/once-upon-a-flame-hsr?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTMxNzkiLCI1MDY2MyIsIjE4NTE0NTA5Iiw1MDMwNiwxODE2MDA5MywiMTg2MDI4ODAiLDU3NzM2LCIxODYyMjI2OCIsMTg0Njg4NDMsIjE4NzgzNTI3IiwiMTg0OTQwNjQiLCI2MDY3MyIsIjE4NTM0Mzk2IiwiMTg0MzEwNDEiLCIxODczNDAyNSJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"HSR, Bangalore"
63,Drunkling - Sizzlers and Pub,https://www.zomato.com/bangalore/drunkling-sizzlers-and-pub-koramangala-5th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTA2NjMiLCIxODUxNDUwOSIsNTAzMDYsIjE4MTYwMDkzIiwxODYwMjg4MCw1NzczNiwiMTg2MjIyNjgiLDE4NDY4ODQzLCIxODc4MzUyNyIsIjE4NDk0MDY0IiwiNjA2NzMiLCIxODUzNDM5NiIsIjE4NDMxMDQxIiwiMTg3MzQwMjUiLCIxODAyMjI2OSJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Koramangala 5th Block, Bangalore"
64,Chinita Real Mexican Food,https://www.zomato.com/bangalore/restaurants/chinita-real-mexican-food?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.5,2 Outlets ›
65,Market Table,https://www.zomato.com/bangalore/market-table-koramangala-5th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1MDMwNiwiMTgxNjAwOTMiLCIxODYwMjg4MCIsNTc3MzYsMTg2MjIyNjgsMTg0Njg4NDMsIjE4NzgzNTI3IiwiMTg0OTQwNjQiLCI2MDY3MyIsIjE4NTM0Mzk2IiwiMTg0MzEwNDEiLCIxODczNDAyNSIsIjE4MDIyMjY5Iiw1OTg0MCwiMTg2ODU1MjkiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.6,"Koramangala 5th Block, Bangalore"
66,Apsara Ice Cream,https://www.zomato.com/bangalore/restaurants/apsara-ice-cream?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.6,2 Outlets ›
67,Hunger Camp,https://www.zomato.com/bangalore/hunger-camp-jp-nagar-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg2MDI4ODAiLDU3NzM2LCIxODYyMjI2OCIsMTg0Njg4NDMsMTg3ODM1MjcsIjE4NDk0MDY0IiwiNjA2NzMiLCIxODUzNDM5NiIsIjE4NDMxMDQxIiwiMTg3MzQwMjUiLCIxODAyMjI2OSIsNTk4NDAsIjE4Njg1NTI5IiwiMTg3OTE0NjIiLDE4MzA4NzU2XSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"JP Nagar, Bangalore"
68,MISU,https://www.zomato.com/bangalore/misu-st-marks-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1NzczNiwiMTg2MjIyNjgiLDE4NDY4ODQzLCIxODc4MzUyNyIsMTg0OTQwNjQsIjYwNjczIiwiMTg1MzQzOTYiLCIxODQzMTA0MSIsIjE4NzM0MDI1IiwiMTgwMjIyNjkiLDU5ODQwLCIxODY4NTUyOSIsIjE4NzkxNDYyIiwxODMwODc1NiwiMTg3MTIzOTQiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"St. Marks Road, Bangalore"
69,SodaBottleOpenerWala,https://www.zomato.com/bangalore/sodabottleopenerwala-lavelle-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg2MjIyNjgiLDE4NDY4ODQzLCIxODc4MzUyNyIsIjE4NDk0MDY0Iiw2MDY3MywiMTg1MzQzOTYiLCIxODQzMTA0MSIsIjE4NzM0MDI1IiwiMTgwMjIyNjkiLDU5ODQwLCIxODY4NTUyOSIsIjE4NzkxNDYyIiwxODMwODc1NiwiMTg3MTIzOTQiLCIxODYwMzgyMiJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Lavelle Road, Bangalore"
70,Oota Bangalore,https://www.zomato.com/bangalore/oota-bangalore-whitefield?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsxODQ2ODg0MywiMTg3ODM1MjciLCIxODQ5NDA2NCIsIjYwNjczIiwxODUzNDM5NiwiMTg0MzEwNDEiLCIxODczNDAyNSIsIjE4MDIyMjY5Iiw1OTg0MCwiMTg2ODU1MjkiLCIxODc5MTQ2MiIsMTgzMDg3NTYsIjE4NzEyMzk0IiwiMTg2MDM4MjIiLCI1MDg3OSJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.7,"Windmills Craftworks, Bangalore"
71,Bamboo Hut,https://www.zomato.com/bangalore/bamboo-hut-nagarbhavi?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg3ODM1MjciLCIxODQ5NDA2NCIsIjYwNjczIiwiMTg1MzQzOTYiLDE4NDMxMDQxLCIxODczNDAyNSIsIjE4MDIyMjY5Iiw1OTg0MCwiMTg2ODU1MjkiLCIxODc5MTQ2MiIsMTgzMDg3NTYsIjE4NzEyMzk0IiwiMTg2MDM4MjIiLCI1MDg3OSIsIjE4NDI2MzgxIl0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.6,"Nagarbhavi, Bangalore"
72,TRIGEREATO,https://www.zomato.com/bangalore/trigereato-koramangala-8th-block-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg0OTQwNjQiLCI2MDY3MyIsIjE4NTM0Mzk2IiwiMTg0MzEwNDEiLDE4NzM0MDI1LCIxODAyMjI2OSIsNTk4NDAsIjE4Njg1NTI5IiwiMTg3OTE0NjIiLDE4MzA4NzU2LCIxODcxMjM5NCIsIjE4NjAzODIyIiwiNTA4NzkiLCIxODQyNjM4MSIsIjE4NjgzMjU3Il0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.5,"Koramangala 8th Block, Bangalore"
73,Stoner,https://www.zomato.com/bangalore/stoner-koramangala-5th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNjA2NzMiLCIxODUzNDM5NiIsIjE4NDMxMDQxIiwiMTg3MzQwMjUiLDE4MDIyMjY5LDU5ODQwLCIxODY4NTUyOSIsIjE4NzkxNDYyIiwxODMwODc1NiwiMTg3MTIzOTQiLCIxODYwMzgyMiIsIjUwODc5IiwiMTg0MjYzODEiLCIxODY4MzI1NyIsIjE4Nzg1NDU4Il0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.5,"Koramangala 5th Block, Bangalore"
74,Onesta,https://www.zomato.com/bangalore/restaurants/onesta?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.5,12 Outlets ›
75,The Asian Curry House,https://www.zomato.com/bangalore/the-asian-curry-house-malleshwaram-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg0MzEwNDEiLCIxODczNDAyNSIsIjE4MDIyMjY5Iiw1OTg0MCwxODY4NTUyOSwiMTg3OTE0NjIiLDE4MzA4NzU2LCIxODcxMjM5NCIsIjE4NjAzODIyIiwiNTA4NzkiLCIxODQyNjM4MSIsIjE4NjgzMjU3IiwiMTg3ODU0NTgiLDUzMTI1LCIxODU4MDIwMiJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Malleshwaram, Bangalore"
76,Cafe PUB-LIQ,https://www.zomato.com/bangalore/cafe-pub-liq-whitefield-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg3MzQwMjUiLCIxODAyMjI2OSIsNTk4NDAsIjE4Njg1NTI5IiwxODc5MTQ2MiwxODMwODc1NiwiMTg3MTIzOTQiLCIxODYwMzgyMiIsIjUwODc5IiwiMTg0MjYzODEiLCIxODY4MzI1NyIsIjE4Nzg1NDU4Iiw1MzEyNSwiMTg1ODAyMDIiLCI1ODM0OSJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Whitefield, Bangalore"
77,Hammered,https://www.zomato.com/bangalore/restaurants/hammered?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.5,2 Outlets ›
78,99 Pancakes,https://www.zomato.com/bangalore/99-pancakes-1-koramangala-5th-block-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1OTg0MCwiMTg2ODU1MjkiLCIxODc5MTQ2MiIsMTgzMDg3NTYsMTg3MTIzOTQsIjE4NjAzODIyIiwiNTA4NzkiLCIxODQyNjM4MSIsIjE4NjgzMjU3IiwiMTg3ODU0NTgiLDUzMTI1LCIxODU4MDIwMiIsIjU4MzQ5IiwiNTIwOTgiLCIxODM5Njc4MiJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Koramangala 5th Block, Bangalore"
79,The Pizza Bakery,https://www.zomato.com/bangalore/the-pizza-bakery-1-indiranagar?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg2ODU1MjkiLCIxODc5MTQ2MiIsMTgzMDg3NTYsIjE4NzEyMzk0IiwxODYwMzgyMiwiNTA4NzkiLCIxODQyNjM4MSIsIjE4NjgzMjU3IiwiMTg3ODU0NTgiLDUzMTI1LCIxODU4MDIwMiIsIjU4MzQ5IiwiNTIwOTgiLCIxODM5Njc4MiIsNTg4ODJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.6,"Indiranagar, Bangalore"
80,Sea Rock,https://www.zomato.com/bangalore/sea-rock-seshadripuram?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg3OTE0NjIiLDE4MzA4NzU2LCIxODcxMjM5NCIsIjE4NjAzODIyIiw1MDg3OSwiMTg0MjYzODEiLCIxODY4MzI1NyIsIjE4Nzg1NDU4Iiw1MzEyNSwiMTg1ODAyMDIiLCI1ODM0OSIsIjUyMDk4IiwiMTgzOTY3ODIiLDU4ODgyLCI1NDMwOSJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.6,"Seshadripuram, Bangalore"
81,Brewklyn Microbrewery,https://www.zomato.com/bangalore/brewklyn-microbrewery-1-kalyan-nagar?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsxODMwODc1NiwiMTg3MTIzOTQiLCIxODYwMzgyMiIsIjUwODc5IiwxODQyNjM4MSwiMTg2ODMyNTciLCIxODc4NTQ1OCIsNTMxMjUsIjE4NTgwMjAyIiwiNTgzNDkiLCI1MjA5OCIsIjE4Mzk2NzgyIiw1ODg4MiwiNTQzMDkiLCI1MDU2NSJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Kalyan Nagar, Bangalore"
82,Punjab Bistro,https://www.zomato.com/bangalore/punjab-bistro-koramangala-7th-block-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg3MTIzOTQiLCIxODYwMzgyMiIsIjUwODc5IiwiMTg0MjYzODEiLDE4NjgzMjU3LCIxODc4NTQ1OCIsNTMxMjUsIjE4NTgwMjAyIiwiNTgzNDkiLCI1MjA5OCIsIjE4Mzk2NzgyIiw1ODg4MiwiNTQzMDkiLCI1MDU2NSIsIjE4Mzg1NDQzIl0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.5,"Koramangala 7th Block, Bangalore"
83,Suryawanshi,https://www.zomato.com/bangalore/suryawanshi-sarjapur-road-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg2MDM4MjIiLCI1MDg3OSIsIjE4NDI2MzgxIiwiMTg2ODMyNTciLDE4Nzg1NDU4LDUzMTI1LCIxODU4MDIwMiIsIjU4MzQ5IiwiNTIwOTgiLCIxODM5Njc4MiIsNTg4ODIsIjU0MzA5IiwiNTA1NjUiLCIxODM4NTQ0MyIsIjE4NTQzNTQ2Il0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.6,"Sarjapur Road, Bangalore"
84,Pasta Street,https://www.zomato.com/bangalore/restaurants/pasta-street?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.6,2 Outlets ›
85,1131 Bar + Kitchen,https://www.zomato.com/bangalore/1131-bar-kitchen-indiranagar-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg0MjYzODEiLCIxODY4MzI1NyIsIjE4Nzg1NDU4Iiw1MzEyNSwxODU4MDIwMiwiNTgzNDkiLCI1MjA5OCIsIjE4Mzk2NzgyIiw1ODg4MiwiNTQzMDkiLCI1MDU2NSIsIjE4Mzg1NDQzIiwiMTg1NDM1NDYiLCI1NzgzMyIsNTEwMzhdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.6,"Indiranagar, Bangalore"
86,Buff Buffet Buff,https://www.zomato.com/bangalore/buff-buffet-buff-koramangala-5th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg2ODMyNTciLCIxODc4NTQ1OCIsNTMxMjUsIjE4NTgwMjAyIiw1ODM0OSwiNTIwOTgiLCIxODM5Njc4MiIsNTg4ODIsIjU0MzA5IiwiNTA1NjUiLCIxODM4NTQ0MyIsIjE4NTQzNTQ2IiwiNTc4MzMiLDUxMDM4LCIxODU4NjIwNyJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"BluPetal Hotel, Koramangala, Bangalore"
87,Brahmin's Coffee Bar,https://www.zomato.com/bangalore/brahmins-coffee-bar-basavanagudi?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg3ODU0NTgiLDUzMTI1LCIxODU4MDIwMiIsIjU4MzQ5Iiw1MjA5OCwiMTgzOTY3ODIiLDU4ODgyLCI1NDMwOSIsIjUwNTY1IiwiMTgzODU0NDMiLCIxODU0MzU0NiIsIjU3ODMzIiw1MTAzOCwiMTg1ODYyMDciLDU4NTc2XSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.8,"Basavanagudi, Bangalore"
88,Jalsa Gold,https://www.zomato.com/bangalore/jalsa-gold-marathahalli?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1MzEyNSwiMTg1ODAyMDIiLCI1ODM0OSIsIjUyMDk4IiwxODM5Njc4Miw1ODg4MiwiNTQzMDkiLCI1MDU2NSIsIjE4Mzg1NDQzIiwiMTg1NDM1NDYiLCI1NzgzMyIsNTEwMzgsIjE4NTg2MjA3Iiw1ODU3NiwiMTg2OTcwOTMiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"D and N Enterprises, Marathahalli, Bangalore"
89,Byg Brewski Brewing Company,https://www.zomato.com/bangalore/restaurants/byg-brewski-brewing-company?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.5,2 Outlets ›
90,Sharon Tea Stall,https://www.zomato.com/bangalore/sharon-tea-stall-thippasandra?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTgzNDkiLCI1MjA5OCIsIjE4Mzk2NzgyIiw1ODg4Miw1NDMwOSwiNTA1NjUiLCIxODM4NTQ0MyIsIjE4NTQzNTQ2IiwiNTc4MzMiLDUxMDM4LCIxODU4NjIwNyIsNTg1NzYsIjE4Njk3MDkzIiwiMTg2NjQ5OTUiLCIxODU4NTczMyJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Thippasandra, Bangalore"
91,Karavalli - The Gateway Hotel,https://www.zomato.com/bangalore/karavalli-the-gateway-hotel-residency-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTIwOTgiLCIxODM5Njc4MiIsNTg4ODIsIjU0MzA5Iiw1MDU2NSwiMTgzODU0NDMiLCIxODU0MzU0NiIsIjU3ODMzIiw1MTAzOCwiMTg1ODYyMDciLDU4NTc2LCIxODY5NzA5MyIsIjE4NjY0OTk1IiwiMTg1ODU3MzMiLCIxODY4MjQzMyJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"The Gateway Hotel, Residency Road, Bangalore"
92,Koramangala Social,https://www.zomato.com/koramangalasocial?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgzOTY3ODIiLDU4ODgyLCI1NDMwOSIsIjUwNTY1IiwxODM4NTQ0MywiMTg1NDM1NDYiLCI1NzgzMyIsNTEwMzgsIjE4NTg2MjA3Iiw1ODU3NiwiMTg2OTcwOTMiLCIxODY2NDk5NSIsIjE4NTg1NzMzIiwiMTg2ODI0MzMiLDUzMjExXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"Koramangala 7th Block, Bangalore"
93,Mugful Of Stories,https://www.zomato.com/bangalore/mugful-of-stories-kalyan-nagar?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1ODg4MiwiNTQzMDkiLCI1MDU2NSIsIjE4Mzg1NDQzIiwxODU0MzU0NiwiNTc4MzMiLDUxMDM4LCIxODU4NjIwNyIsNTg1NzYsIjE4Njk3MDkzIiwiMTg2NjQ5OTUiLCIxODU4NTczMyIsIjE4NjgyNDMzIiw1MzIxMSwiNTQwOTciXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.6,"Kalyan Nagar, Bangalore"
