,Text,Date,Likes
234,"“Arise, awake and stop not till the goal is reached.”

Remembering these powerful words, and the rich thoughts of the venerable <a href=""/hashtag/SwamiVivekananda?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>SwamiVivekananda</b></a> on his Jayanti.

He emphasised on the ideals of service and renunciation. 

His belief in Yuva Shakti was unwavering.<a href=""https://t.co/Wbx9nBlGkP"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Wbx9nBlGkP</a>",Jan 11,817
235,"Attended the <a href=""/BJP4India"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""207809313""><s>@</s><b>BJP4India</b></a> National Convention in Delhi today.<a href=""https://t.co/sxFIK6tR5I"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/sxFIK6tR5I</a>",Jan 11,1.2K
236,"A TN BJP Karyakarta asked me about the record corruption in the Congress years, which was implicitly admitted by a former PM of their party and the honest, pro-people governance under NDA.

This is what I said to him.<a href=""https://t.co/YZUTbFloDZ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/YZUTbFloDZ</a>",Jan 10,1.0K
237,"UPA did not bother about our defence sector. 

They were always looking for deals, and so, naturally the nation suffered.<a href=""https://t.co/Wvs8v94RQO"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Wvs8v94RQO</a>",Jan 10,350
238,"I consider it my privilege that I got the opportunity to work for my sisters and brothers of Tamil Nadu.

Here are some of the efforts undertaken by the Central Government.<a href=""https://t.co/VxZjALYy5Z"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/VxZjALYy5Z</a>",Jan 10,250
239,"Collect, verify and correct.

Know what I said about how more technology has made access to information easier but also places a great responsibility on us.<a href=""https://t.co/I2U4m4nT7K"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/I2U4m4nT7K</a>",Jan 10,307
240,"A BJP Karyakarta asked me about possible alliances in Tamil Nadu.

Here is what I said.<a href=""https://t.co/t2Myydl63g"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/t2Myydl63g</a>",Jan 10,257
241,"These pictures from Agra indicate the affection towards BJP.

The working of the Central Government and UP Government have endeared our Party to the people. 

Opportunist alliances will never be accepted by people.<a href=""https://t.co/3tpNdzuZJQ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/3tpNdzuZJQ</a>",Jan 9,541
242,"भ्रष्टाचार के खिलाफ साढ़े चार साल पहले आपने मुझे जो जनादेश दिया था, उस पर मैं पूरी क्षमता से खरा उतरने का प्रयास कर रहा हूं। 

इस कारण कैसे इस चौकीदार के खिलाफ कुछ लोग इकट्ठा होना शुरू हो गए हैं।<a href=""https://t.co/SpkAM1XOwt"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/SpkAM1XOwt</a>",Jan 9,1.3K
243,"वर्षों से आगरा के लोगों की एक मांग थी, जिसे हमारी सरकार को पूरा करने का सौभाग्य मिला है। 

जानिए, मैं किस मांग की बात कर रहा हूं।<a href=""https://t.co/8fVZcGNEqm"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/8fVZcGNEqm</a>",Jan 9,417
244,"We are not only cleaning our villages and cities but also the corridors of power from the dirt of corruption and middlemen. No wonder, those who think it’s their divine right to rule dislike me vehemently. 

I will continue to clean the system and ensure transparency.<a href=""https://t.co/iX8Qn0hcMR"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/iX8Qn0hcMR</a>",Jan 9,995
245,"Those who remained in power for several decades never accorded priority to ensuring housing for all. 

On the contrary, their lack of concern forced people to be homeless. 

The last 4 years witnessed record construction of houses, guided by a people-centric approach.<a href=""https://t.co/vhAjQAnAD9"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/vhAjQAnAD9</a>",Jan 9,297
246,"Sharing some pictures from the massive gathering in Solapur.<a href=""https://t.co/kx6PCbG4BM"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/kx6PCbG4BM</a>",Jan 9,281
247,"Attended the Inaugural Session of <a href=""/hashtag/Raisina2019?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Raisina2019</b></a>, addressed by PM <a href=""/erna_solberg"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""16432083""><s>@</s><b>erna_solberg</b></a>. 

She shared insightful views on several subjects. <a href=""/raisinadialogue"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""703227825231253504""><s>@</s><b>raisinadialogue</b></a><a href=""https://t.co/yuYygW4Nv0"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/yuYygW4Nv0</a>",Jan 8,240
248,"My discussions with PM <a href=""/erna_solberg"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""16432083""><s>@</s><b>erna_solberg</b></a> revolved around fulfilling Sustainable Development Goals, boost economic times, aspects of the ocean economy and deepening cultural ties. India and Norway look forward to cooperating on a wide range of issues, for the benefit of our citizens.<a href=""https://t.co/UXOiYWjwod"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/UXOiYWjwod</a>",Jan 8,234
249,"Never underestimate a BJP Karyakarta. 

Our party is guided by the motive of serving Bharat Mata. 

We are not here for power. We aren’t here to perpetuate family rule or build a fortune. 

Our Karyakartas are our family. They are our fortune.<a href=""https://t.co/6mWhvvFu7z"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/6mWhvvFu7z</a>",Jan 6,1.6K
250,"BJP Karyakartas across AP were asking me about the interface between political parties and the media. 

Here’s what I said. I urge friends in the media hear it as well. 

I also recalled a memory from 2001 when I was working in the Party organisation.<a href=""https://t.co/fdJUuBQf8N"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/fdJUuBQf8N</a>",Jan 6,494
251,"People across AP are realising the lies of TDP and the state government. 

The CM has betrayed the great NTR twice. 

Telugu pride is about working for the people diligently, not focusing on son-rise and corruption.<a href=""https://t.co/PitGrCiV6y"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/PitGrCiV6y</a>",Jan 6,648
252,"Thank you Baripada for the great welcome. 

Here are pictures from the rally.<a href=""https://t.co/f6GB2GM8ZL"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/f6GB2GM8ZL</a>",Jan 5,860
253,"Quickening Odisha’s growth.<a href=""https://t.co/QKLTOYY7DY"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/QKLTOYY7DY</a>",Jan 5,210
254,"Talked at length about Mission Indradhanush and how it manifests a new approach towards women and child welfare.<a href=""https://t.co/cHKLfDm86X"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/cHKLfDm86X</a>",Jan 5,201
255,"The great Odia culture always gives topmost importance to women empowerment. 

However, the current Government in Odisha has not worked hard for the welfare of the state’s Nari Shakti.<a href=""https://t.co/miirjdgpFe"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/miirjdgpFe</a>",Jan 5,197
256,"From Baripada in Odisha, here is how we paid tributes to the phenomenal men and women who fought valiantly for India’s freedom.<a href=""https://t.co/vYCWdkYZ9n"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/vYCWdkYZ9n</a>",Jan 5,182
257,"हमारे लिए किसान अन्नदाता हैं, उनके लिए वोटबैंक।

जब किसानों को कोई सिर्फ वोटबैंक समझता है तब वो आधी-अधूरी कर्जमाफी से आगे नहीं सोच पाता।

हम यह सुनिश्चित करना चाहते हैं कि किसानों के ऊपर आर्थिक बोझ न रहे। उन्हें सिंचाई और तकनीक की बेहतर सुविधा मिले, जिससे उनकी आय दोगुनी हो।<a href=""https://t.co/4vG7ikbUqT"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/4vG7ikbUqT</a>",Jan 5,2.5K
258,"जब सरकार बिना भ्रष्टाचार के साफ नीयत से काम करती है तो परिणाम दिखता है।

एक सिंचाई परियोजना जिसे दशकों पहले पूरा हो जाना चाहिए था, उसे कांग्रेस की सरकारों ने लगातार लटकाए रखा। 

हमने किसानों के कल्याण के लिए बड़ी सिंचाई परियोजनाओं को पुनर्जीवित किया है।<a href=""https://t.co/MW7slZqCXl"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/MW7slZqCXl</a>",Jan 5,894
259,"We have transformed the housing sector. More houses are being built with better facilities, allocated without favouritism and aimed at women empowerment. 

Congress built few houses, allowed middlemen to make merry and named schemes after members of one family!<a href=""https://t.co/bKdYGKrymN"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/bKdYGKrymN</a>",Jan 5,377
260,"অবিস্মৰণীয় আদৰণিৰ বাবে মই সমগ্ৰ অসমবাসী ভাই-ভনীলৈ ধন্যবাদ জনাইছো । শিলচৰৰ এই আলোকচিত্ৰ সমূহে উৎসাহ-উদ্দীপনাৰ গভীৰতাক প্ৰতিফলিত কৰিছে। 

I thank my sisters and brothers of Assam for the memorable welcome. 

These pictures from Silchar indicate the level of enthusiasm.<a href=""https://t.co/maFm0Ky7wI"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/maFm0Ky7wI</a>",Jan 4,639
261,"A few days ago, we took a historic decision for the people of Assam. 

This will go a long way in preserving the unique culture of Assam.<a href=""https://t.co/4RE9vRJ5PL"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/4RE9vRJ5PL</a>",Jan 4,482
262,"The Citizenship Amendment Bill of 2016 is a sincere attempt to remove the injustices done in the past.<a href=""https://t.co/Pr2RE9O6Rb"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Pr2RE9O6Rb</a>",Jan 4,203
263,"My categorical assurance to my sisters and brothers of Assam regarding the NRC.<a href=""https://t.co/KFWWQurYKY"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/KFWWQurYKY</a>",Jan 4,177
264,"In Imphal, paid tributes to the rich history and culture of Manipur including the bravery of people from this land in the freedom struggle. 

Also talked about efforts to create better sporting infrastructure for the state’s youth. <a href=""https://t.co/IN11aEzbYT"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://nm4.in/2VrY8lK"" class=""twitter-timeline-link"" target=""_blank"" title=""https://nm4.in/2VrY8lK""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">nm4.in/2VrY8lK</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span></span></a><a href=""https://t.co/ayeXL3Hycp"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ayeXL3Hycp</a>",Jan 4,174
265,"A paradigm shift in the way projects are initiated and completed. 

Happy to share that work on several projects, including the FCI Food Storage Godown at Sawombung started after 2014 and they have been completed.

 This ensures fast paced development.<a href=""https://t.co/r1VqdEZ189"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/r1VqdEZ189</a>",Jan 4,205
266,"The Integrated Check Post at Moreh, which has been inaugurated today will offer a wide range of facilities to the people.

The Dolaithabi Barrage project was conceived in 1987 but work began at full pace only after 2014 and it was inaugurated today.<a href=""https://t.co/he4U9ayO2d"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/he4U9ayO2d</a>",Jan 4,179
267,"When it comes to the development of the Northeast, our Government has left no stone unturned. 

The contrast with previous Congress Governments, and the result of our efforts are for everyone to see.<a href=""https://t.co/jsqbgyx8qc"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/jsqbgyx8qc</a>",Jan 4,287
268,"During the Cabinet meeting yesterday, a landmark decision was taken that benefits the MSME sector. 

Know more...<a href=""https://t.co/mBuaVkh0QJ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/mBuaVkh0QJ</a>",Jan 3,340
269,"Our approach to GST has always been people friendly. 

We have always sought feedback from various stakeholders and have acted on that feedback too.

In the coming times too, this approach will remain the same. 

We are making GST as simple as possible.<a href=""https://t.co/KWq7MuKm1b"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/KWq7MuKm1b</a>",Jan 3,463
270,"ਐਨਡੀਏ ਸਰਕਾਰ ਨੇ ਹਮੇਸ਼ਾ ਕਿਸਾਨਾਂ ਦੇ ਹੱਕਾਂ ਬਾਰੇ ਸੋਚਿਆ ਹੈ ਤੇ ਉਹਨਾਂ ਦੇ ਵਿਕਾਸ ਲਈ ਕਈ ਠੋਸ ਕਦਮ ਚੁੱਕੇ ਹਨ ਜਦਕਿ ਕਾਂਗਰਸ ਦਹਾਕਿਆਂ ਤੋਂ ਕਿਸਾਨਾਂ ਨੂੰ ਬਰਬਾਦ ਕਰਦੀ ਆਈ ਹੈ ਤੇ ਹਮੇੇਸ਼ਾ ਕਿਸਾਨਾਂ ਨੂੰ ਕਰਜ਼ੇ ਤੇ ਗਰੀਬੀ ਵੱਲ ਹੀ ਧੱਕਿਆ ਹੈ। ਐਨਡੀਏ ਸਰਕਾਰ ਕਿਸਾਨਾਂ ਲਈ ਸੀ, ਹੈ ਤੇ ਹਮੇਸ਼ਾ ਰਹੇਗੀ।<a href=""https://t.co/CKMiB5H4yT"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/CKMiB5H4yT</a>",Jan 3,189
271,"Rewards, Congres style!

If one is associated with the 1984 anti-Sikh massacre, one gets to become MP, CM thanks to Congress.

Instead of focussing on public welfare, their interest lies more in ensuring people do not sing Vande Mataram.

Very sad...<a href=""https://t.co/NNOlJqmDc9"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/NNOlJqmDc9</a>",Jan 3,542
272,"With the blessings of the people and the earnest desire to ensure more pilgrims can pray to Sri Guru Nanak Dev Ji, the NDA government has worked on the Kartarpur corridor. 

We want to build an India that is inspired by the values of Sri Guru Nanak Dev Ji.<a href=""https://t.co/hXX6cqG5oi"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/hXX6cqG5oi</a>",Jan 3,157
273,"ਗੁਰਦਾਸਪੁਰ ਤੇ ਸਮੂਹ ਪੰਜਾਬ ਵਾਸੀਆਂ ਦਾ ਇੰਨੇ ਪਿਆਰ ਤੇ ਸਤਿਕਾਰ ਦਾ ਬਹੁਤ-ਬਹੁਤ ਧੰਨਵਾਦ। ਅੱਜ ਗੁਰਦਾਸਪੁਰ ਰੈਲੀ ਦੀਆਂ ਕੁੱਝ ਤਸਵੀਰਾਂ ਸਾਂਝੀਆਂ ਕਰ ਰਿਹਾ। ਇੰਨੀ ਠੰਡ ਦੇ ਬਾਵਜੂਦ ਗੁਰਦਾਸਪੁਰ ਪਹੁੰਚੇ ਹਰ ਇੱਕ ਪੰਜਾਬੀ ਦਾ ਮੈਂ ਸ਼ੁਕਰਗੁਜ਼ਾਰ ਹਾਂ।

<a href=""/BJP4Punjab"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""1848033674""><s>@</s><b>BJP4Punjab</b></a> <a href=""/Akali_Dal_"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""3186496375""><s>@</s><b>Akali_Dal_</b></a><a href=""https://t.co/qboI2PUDHV"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/qboI2PUDHV</a>",Jan 3,112
274,"2018 was a great year for Indian science. 

Our nation achieved a lot and we must do a lot more in the years to come so that science continues to enhance India’s progress.<a href=""https://t.co/unqxdhoT1c"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/unqxdhoT1c</a>",Jan 3,357
275,"Beloved Shastri Ji gave us the slogan- Jai Jawan, Jai Kisan.

20 years ago, the great Atal Ji added Jai Vigyan.

Today, the need of the our is to add Anusandhan (research) to it.

Jai Jawan, Jai Kisan, Jai Vigyan, Jai Anusandhan.<a href=""https://t.co/jpPwS7Yyjz"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/jpPwS7Yyjz</a>",Jan 3,1.0K
276,"India’s history in science, technology and innovation will make every Indian proud.

A century ago, with minimum resources and maximum struggles our scientists did extraordinary things.<a href=""https://t.co/b0lM1trrDJ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/b0lM1trrDJ</a>",Jan 3,179
277,"Here are some pictures from the 106th Indian Science Congress.<a href=""https://t.co/la1Y0BO7jC"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/la1Y0BO7jC</a>",Jan 3,158
278,"A very emotional moment from today’s interaction with <a href=""/BJP4Andhra"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""3308534123""><s>@</s><b>BJP4Andhra</b></a> Karyakartas…

We were honoured that Shri P V Chalapathi Rao Garu joined the interaction. 

The wisdom and hardwork of Karyakartas like him have no parallel. They are the strength of the BJP!<a href=""https://t.co/A58ubqxdwi"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/A58ubqxdwi</a>",Jan 2,380
279,"Karyakartas told me how NTR Garu referred to Congress as 'Dushta Congress' but for TDP today, it is 'Dost Congress.’

People know the reality of TDP and Congress. 

Based on our work in the last 4.5 years, I can confidently say that it is BJP that will fulfil AP’s aspirations.<a href=""https://t.co/5ocqnYglFk"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/5ocqnYglFk</a>",Jan 2,574
280,"To hide their own failures, the TDP Government in AP is spreading so many lies.

BJP’s truth will defeat the Tsunami of TDP’s lies.

It is high time the AP Government answer the people of the state on their own misdoings.<a href=""https://t.co/iPIKr9r2v6"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/iPIKr9r2v6</a>",Jan 2,1.7K
281,"Several members of the Telugu community have prospered overseas.

Thus, it was natural for a Karyakarta from Andhra Pradesh to ask about the foreign policy of India and express joy about India’s rising stature at the world stage.<a href=""https://t.co/qCOm9Lhtqd"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/qCOm9Lhtqd</a>",Jan 2,142
282,"Caring for every Indian, providing national, financial and healthcare security to our citizens.

Know what I told a Karyakarta from Machilipatnam on the unique work culture of the NDA Government.<a href=""https://t.co/GSFftxWm6K"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/GSFftxWm6K</a>",Jan 2,166
283,"The 2019 polls are special because those born in the 21st century will also vote.

Requested first time voters to bless <a href=""/BJP4India"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""207809313""><s>@</s><b>BJP4India</b></a> and talked about why the BJP’s development agenda strikes a chord with people from all sections of society.<a href=""https://t.co/M1oY1tLs1H"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/M1oY1tLs1H</a>",Jan 2,263
284,"Looking forward to interacting with <a href=""/BJP4Andhra"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""3308534123""><s>@</s><b>BJP4Andhra</b></a> Karyakartas at 4 PM. 

Do watch.<a href=""https://t.co/za4awJbl2Q"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/za4awJbl2Q</a>",Jan 2,422
285,"Had a good interaction with the newly elected Mayors from Haryana.

Congratulated them and conveyed my best wishes as they begin their work in fulfilling the aspirations of the people of their respective cities. <a href=""/BJP4Haryana"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""287602729""><s>@</s><b>BJP4Haryana</b></a><a href=""https://t.co/23Bbve1Jb4"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/23Bbve1Jb4</a>",31 Dec 2018,515
286,"Met Gujarat Cabinet Minister Shri Kunvarjibhai Bavaliya. 

Congratulated him on his win in the Jasdan by-poll and conveyed my best wishes in his endeavours towards serving the people of Gujarat and further strengthening <a href=""/BJP4Gujarat"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""385909720""><s>@</s><b>BJP4Gujarat</b></a>.<a href=""https://t.co/QW0VpPgVlK"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/QW0VpPgVlK</a>",31 Dec 2018,179
287,"Thank you 2018 for making us happy and proud.<a href=""https://t.co/LTxDlNSHyD"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/LTxDlNSHyD</a>",30 Dec 2018,731
288,"These pictures show the high level of enthusiasm at the public meeting in Port Blair.<a href=""https://t.co/N4QJ0QVyYb"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/N4QJ0QVyYb</a>",30 Dec 2018,609
289,"An initiative that will boost industrial growth in Andaman and Nicobar islands, as well as Lakshadweep.<a href=""https://t.co/7e4ckCcv4H"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/7e4ckCcv4H</a>",30 Dec 2018,234
290,"It is important for us as a nation to be proud of our rich history and those who toiled for our freedom.

The response of the people of Andaman and Nicobar islands to a decision taken by the Government must be seen to be believed!<a href=""https://t.co/HIWlryX7oe"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/HIWlryX7oe</a>",30 Dec 2018,307
291,"75 years ago, on this day, in the city of Port Blair, Netaji Subhas Chandra Bose addressed a large gathering.

Today, we paid tributes to Netaji in a unique way. Watch.<a href=""https://t.co/aESwPwopSo"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/aESwPwopSo</a>",30 Dec 2018,636
292,"In 1943 Netaji Bose unfurled the Tricolour in Andaman and Nicobar islands.

Today in Port Blair, I had the honour of unfurling the Tricolour to mark the 75th anniversary of Subhas Babu's brave feat. We also reiterate our commitment to creating an India Subhas Babu dreamt of.<a href=""https://t.co/4DQk6prFmp"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/4DQk6prFmp</a>",30 Dec 2018,839
293,"Among those imprisoned at Cellular Jail was the great Veer Savarkar. I visited the cell where the indomitable Veer Savarkar was lodged. Rigorous imprisonment did not dampen Veer Savarkar’s spirits and he continued to speak and write about a free India from jail too.<a href=""https://t.co/dbsyzuVUjA"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/dbsyzuVUjA</a>",30 Dec 2018,1.9K
294,"Cellular Jail...this is where colonial rulers sent several nationalists and freedom fighters who fiercely resisted imperialism. 

Today, I had the privilege of visiting the Cellular Jail and paying homage to those greats who toiled for us and our freedom.<a href=""https://t.co/ofPCLmxjs3"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ofPCLmxjs3</a>",30 Dec 2018,331
295,"Paid homage to those who lost their lives in the unfortunate 2004 Tsunami at the Tsunami Memorial in Car Nicobar.<a href=""https://t.co/VQMCSlxTYs"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/VQMCSlxTYs</a>",30 Dec 2018,221
296,"Have a look at the vibrancy in Car Nicobar. These are some pictures from the public meeting, where I got the opportunity to interact with citizens from all walks of life.<a href=""https://t.co/BKM7Z4XIj7"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/BKM7Z4XIj7</a>",30 Dec 2018,170
297,"Central Government’s efforts such as Sagarmala will have an extremely positive impact on the Andaman and Nicobar Islands. At the same time, we are working towards a Trans-shipment Port that will boost economic prospects. Connectivity will also be enhanced.<a href=""https://t.co/NBdcPs0Ykq"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/NBdcPs0Ykq</a>",30 Dec 2018,194
298,"Happy to announce important decisions relating to agriculture and fisheries. These will help protect local culture of the Andaman and Nicobar islands as well as increase livelihood opportunities.<a href=""https://t.co/1LcPF8HDWt"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/1LcPF8HDWt</a>",30 Dec 2018,144
299,"Giving wings to the aspirations of our Yuva Shakti. 
 
The upcoming ITI will greatly benefit youngsters.
 
The Government is building vital sporting infrastructure, which will further popularize sports in the UT and boost fitness levels.<a href=""https://t.co/JzBy1qaJKU"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/JzBy1qaJKU</a>",30 Dec 2018,109
300,"Today in Car Nicobar, we inaugurated and laid the foundation stones for several development works.
 
These are projects relating to education, healthcare, skill development, transportation, energy and sports. 
 
Congratulations to the citizens!<a href=""https://t.co/SXKuK2HaCg"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/SXKuK2HaCg</a>",30 Dec 2018,168
301,"Remembering Mahatma Gandhi and Madiba!

As we mark the 150th Jayanti of Bapu and the birth centenary of Madiba, we recall their ideals and reiterate our commitment to create a just and compassionate society.<a href=""https://t.co/nED2U1EduB"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/nED2U1EduB</a>",29 Dec 2018,202
302,"Spoke about a unique award named after Sardar Patel, that will further the spirit of unity and integration. <a href=""/hashtag/MannKiBaat?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>MannKiBaat</b></a><a href=""https://t.co/dTBkEOAbgU"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/dTBkEOAbgU</a>",29 Dec 2018,167
