,Text,Date,Likes
303,"In January 2019, the holy city of Prayagraj will host the Kumbh Mela. This is an important event, one with deep historical roots and an occasion for self-discovery. 

Do visit Prayagraj for the Kumbh and do share your photos on social media. <a href=""/hashtag/MannKiBaat?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>MannKiBaat</b></a><a href=""https://t.co/fzD65B9Xva"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/fzD65B9Xva</a>",29 Dec 2018,255
304,"Our festivals are occasions of celebrating togetherness. They also illustrate a deep connect with Mother Nature.<a href=""https://t.co/aI6QzonL4A"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/aI6QzonL4A</a>",29 Dec 2018,131
305,"बाबा विश्वनाथ की असीम कृपा हम सभी पर रही है।

हमारा प्रयास है कि काशी की आत्मा से छेड़छाड़ किए बिना, हमारा ये चिर-पुरातन शहर नई काया के साथ दुनिया के सामने आए।<a href=""https://t.co/Tl0ftiV8Np"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Tl0ftiV8Np</a>",29 Dec 2018,750
306,"Our Digital India initiative has brought convenience in the lives of crores of Indians and has also helped eliminate corruption.<a href=""https://t.co/uzKY0ydzkC"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/uzKY0ydzkC</a>",29 Dec 2018,234
307,"‘One District, One Product’ is a commendable initiative of the Uttar Pradesh Government, which will safeguard the well-being of all those associated with MSMEs, especially weaving and handicrafts.<a href=""https://t.co/16mXZx2pkO"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/16mXZx2pkO</a>",29 Dec 2018,166
308,"काशी में होना ही अपने आप में विशेष अनुभूति देता है। यहां के लोगों से मिले प्यार से मैं अभिभूत हूं। 

यहां विकास के कई कार्यों का लोकार्पण किया, जो काशी के लोगों के जीवन को और आसान बनाएगा।<a href=""https://t.co/ZzEpGT1gRG"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ZzEpGT1gRG</a>",29 Dec 2018,399
309,"It is a matter of pride for Kashi that this great city is now home to the International Rice Research Institute South Asia Regional Centre. This Centre harnesses the power of technology and innovation for the benefit of our farmers.

Glimpses from the inauguration today.<a href=""https://t.co/7sSZTLrfSH"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/7sSZTLrfSH</a>",29 Dec 2018,266
310,"The moment Governments changed in MP and Rajasthan, urea shortages began and so have Lathis on farmers. 

In Karnataka, farmers are suffering.

On what basis is Congress talking about farmer welfare? 

The NDA govt. is taking many steps for a robust agriculture sector.<a href=""https://t.co/RCMgJ31M50"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/RCMgJ31M50</a>",29 Dec 2018,1.3K
311,"गाजीपुर में बन रहा मेडिकल कॉलेज, पूर्वांचल को हेल्थकेयर हब बनाने की दिशा में एक बड़ा प्रयास है।

हमारी कोशिश है कि पूर्वांचल के हमारे भाई-बहनों को उसी क्षेत्र में गुणवत्तापूर्ण और सस्ते से सस्ता उपचार मिले।<a href=""https://t.co/Z4K8DwlCfR"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Z4K8DwlCfR</a>",29 Dec 2018,338
312,"आज गाजीपुर में महाराजा सुहेलदेव के सम्मान में डाक टिकट जारी करने का सौभाग्य मिला।

पीढ़ी दर पीढ़ी हम महाराजा सुहेलदेव के साहस और उनके दयालु स्वभाव को याद करते आ रहे हैं। उनका पूरा जीवन लोककल्याण को समर्पित रहा। विशेषकर गरीब से गरीब लोगों का उन्होंने सबसे अधिक ध्यान रखा।<a href=""https://t.co/SyH6CdT0zK"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/SyH6CdT0zK</a>",29 Dec 2018,669
313,"India is delighted to welcome <a href=""/PMBhutan"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""2902507831""><s>@</s><b>PMBhutan</b></a> Dr. Lotay Tshering. We had fruitful talks, focused on deepening cooperation in hydropower, space technology, economy and several other areas. Strong ties between our nations greatly benefit our citizens.<a href=""https://t.co/oNbDtuFbR4"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/oNbDtuFbR4</a>",28 Dec 2018,409
314,"Harnessing the demographic dividend and empowering our Yuva Shakti.<a href=""https://t.co/DwkGAxYawn"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/DwkGAxYawn</a>",28 Dec 2018,293
315,"Spoke about how one can volunteer for the 2019 poll campaign and why we deeply value the efforts as well as insights of volunteers.<a href=""https://t.co/e8SyrNnMrk"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/e8SyrNnMrk</a>",28 Dec 2018,326
316,"India is witnessing an increased arrival of tourists, which augurs well for our economy.

Talked about the steps taken in the tourism sector while interacting with a Karyakarta from Davanagere.<a href=""https://t.co/7yDUfGbACJ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/7yDUfGbACJ</a>",28 Dec 2018,225
317,"A Karyakarta from Bidar asked me about the steps taken by the Government for the MSME sector.

This is what I said...<a href=""https://t.co/2OWTa26C6X"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/2OWTa26C6X</a>",28 Dec 2018,446
318,"In Karnataka, those in power are only bothered about ministries and portfolios. Public welfare is not their concern.

In such an atmosphere, the <a href=""/BJP4Karnataka"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""25123615""><s>@</s><b>BJP4Karnataka</b></a> Karyakartas must continue being among people and highlight their issues.<a href=""https://t.co/OjteAOi0Ao"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/OjteAOi0Ao</a>",28 Dec 2018,246
319,"Looking forward to interacting with <a href=""/BJP4Karnataka"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""25123615""><s>@</s><b>BJP4Karnataka</b></a> Karyakartas this evening. 

Watch the interaction on the 'Narendra Modi Mobile App.'<a href=""https://t.co/rRFem5Yb5c"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/rRFem5Yb5c</a>",28 Dec 2018,287
320,"उनको चौकीदार से डर लगने लगा है।

चोरों की नींद हराम हो गई है कि चौकीदार सोने को तैयार नहीं है।

चौकीदार चोरों को छोड़ेगा नहीं। 

देश में ईमानदारी ही चलेगी।<a href=""https://t.co/nECzvqdbev"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/nECzvqdbev</a>",27 Dec 2018,4.7K
321,"Congress is a master at misleading farmers. 

Their fake promises and tokenism will not cut ice with the hardworking farmers of India.<a href=""https://t.co/VgNupyi3ZE"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/VgNupyi3ZE</a>",27 Dec 2018,602
322,"Know how the emphasis on next-generation infrastructure will have a positive impact on the people of Himachal Pradesh.<a href=""https://t.co/y1KmQ93Yn8"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/y1KmQ93Yn8</a>",27 Dec 2018,192
323,"हिमाचल प्रदेश और अटल जी का नाता अटूट रहा। 

अटल जी ने हिमाचल के विकास की मजबूत नींव रखी और उसी से प्रेरित होकर भाजपा सरकार राज्य के विकास के लिए काम कर रही है।<a href=""https://t.co/QT4z64C0fE"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/QT4z64C0fE</a>",27 Dec 2018,366
324,"Here are pictures from the public meeting in Dharamshala. 

I congratulate the Himachal Pradesh Government under CM Shri Jairam Thakur on completing one year of providing good governance to the people of the state. <a href=""/jairamthakurbjp"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""387410291""><s>@</s><b>jairamthakurbjp</b></a><a href=""https://t.co/YVNXhncVQ5"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/YVNXhncVQ5</a>",27 Dec 2018,284
325,"Rashtrapati Ji led the nation in paying tributes to the venerable Atal Ji at 'Sadaiv Atal’, which is Atal Ji’s Samadhi.

India is eternally grateful to Atal Ji for everything he has done for the nation.<a href=""https://t.co/z6zrASYImY"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/z6zrASYImY</a>",25 Dec 2018,450
326,"Have a look at these pictures of the Bogibeel Bridge.<a href=""https://t.co/V3XcfE2uxS"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/V3XcfE2uxS</a>",25 Dec 2018,1.5K
327,"Misgovernance and corruption most adversely impact the poor.

On various parameters, compare the working of the NDA with the previous Government. 

Ours is a Government that has diligently worked to fulfil the dreams of the poor.<a href=""https://t.co/qABlMYsTFI"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/qABlMYsTFI</a>",25 Dec 2018,718
328,"At the core of good governance is compassion, and taking steps that bring a positive difference in the lives of the poor.<a href=""https://t.co/UDC9oMRPWo"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/UDC9oMRPWo</a>",25 Dec 2018,231
329,"A developed Eastern India is essential for a developed India.

The NDA Government’s efforts will usher in record transformation for Eastern India.<a href=""https://t.co/I0q9E4lW5U"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/I0q9E4lW5U</a>",25 Dec 2018,156
330,"From bigger roads, rail connectivity to better healthcare facilities, the Northeast is witnessing a great transformation during the last four years.<a href=""https://t.co/uC3aXE0NL0"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/uC3aXE0NL0</a>",25 Dec 2018,233
331,"It is indeed an honour to have inaugurated the Bogibeel Bridge on Atal Ji's Jayanti.

After all, he was really keen that this project see the light of day. 

This and several other critical infra projects that were delayed for years are getting completed under the NDA Government.<a href=""https://t.co/BHaWjOndSO"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/BHaWjOndSO</a>",25 Dec 2018,191
332,"The Bogibeel Bridge is among the most state-of-the-art infra projects in India. 

It will deepen connectivity and open new avenues of prosperity for citizens.<a href=""https://t.co/RmawojHV02"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/RmawojHV02</a>",25 Dec 2018,202
333,"हम सबके प्रिय, पूर्व प्रधानमंत्री स्वर्गीय अटल बिहारी वाजपेयी जी को उनकी जयंती पर शत-शत नमन। 

Tributes to Atal Ji on his Jayanti. We reiterate our commitment towards creating the India he dreamt of.<a href=""https://t.co/CnD1NtQCWp"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/CnD1NtQCWp</a>",24 Dec 2018,2.0K
334,"Spent three peaceful, happy days in Varanasi with my Loyola School class mates. What struck me the most:
1. The ghats of Banaras have never been so spotlessly clean.
2. Ganga looks pristine.
Achieving both goals in less than 5 years must have been a Herculean task. <a href=""/hashtag/Varanasi2018?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Varanasi2018</b></a><a href=""https://t.co/9uUAgj4dgM"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/9uUAgj4dgM</a>",24 Dec 2018,479
335,"The people of Odisha have many serious questions for the State Government. 

They want to know why is the State Government not solving people’s problems, despite being in power for so many years...<a href=""https://t.co/Y6DDWfuiX6"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Y6DDWfuiX6</a>",24 Dec 2018,623
336,"While the NDA Government is taking several steps for the welfare of farmers, the Odisha Government is insensitive to their needs and ignores their wellbeing.<a href=""https://t.co/vC1FOm93OO"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/vC1FOm93OO</a>",24 Dec 2018,238
337,"The Central Government is extremely sensitive towards the dreams of the wonderful people of Odisha.

There is a strong focus on infrastructure, connectivity, healthcare, social sectors and more.<a href=""https://t.co/PQIwbHmXsN"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/PQIwbHmXsN</a>",24 Dec 2018,159
338,"Pictures from the massive rally in Khurda. 

There is a strong demand for change in Odisha. 

The people of the state are convinced that if there is one party that can fulfil people’s aspirations, it is <a href=""/BJP4Odisha"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""1013243604""><s>@</s><b>BJP4Odisha</b></a>.<a href=""https://t.co/54EbocsVYf"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/54EbocsVYf</a>",24 Dec 2018,244
